#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAMTS2	LOXL1	9606.ENSP00000251582	9606.ENSP00000261921	0	0	0	0	0.265	0	0	0.284	0.451
ADAMTS2	TIMP3	9606.ENSP00000251582	9606.ENSP00000266085	0	0	0	0	0.107	0	0	0.422	0.463
ADAMTS2	COL6A3	9606.ENSP00000251582	9606.ENSP00000295550	0	0	0	0	0.226	0.077	0	0.328	0.478
ADAMTS2	ELN	9606.ENSP00000251582	9606.ENSP00000351807	0	0	0	0	0.118	0	0	0.440	0.485
ADAMTS2	COL6A1	9606.ENSP00000251582	9606.ENSP00000355180	0	0	0	0	0.204	0.077	0	0.359	0.488
ADAMTS2	COL14A1	9606.ENSP00000251582	9606.ENSP00000297848	0	0	0	0	0.120	0.077	0	0.429	0.496
ADAMTS2	COL6A2	9606.ENSP00000251582	9606.ENSP00000300527	0	0	0	0	0.244	0.077	0	0.341	0.500
ADAMTS2	TNXB	9606.ENSP00000251582	9606.ENSP00000407685	0	0	0	0	0.072	0	0	0.506	0.522
ADAMTS2	FBN1	9606.ENSP00000251582	9606.ENSP00000325527	0	0	0	0	0.289	0	0	0.469	0.606
ADAMTS2	TSPAN2	9606.ENSP00000251582	9606.ENSP00000358529	0	0	0	0	0	0	0	0.637	0.637
ADAMTS2	FBLN5	9606.ENSP00000251582	9606.ENSP00000345008	0	0	0	0	0.109	0	0	0.644	0.669
ADAMTS2	EFEMP2	9606.ENSP00000251582	9606.ENSP00000309953	0	0	0	0	0.139	0	0	0.726	0.754
ADAMTS2	SPON1	9606.ENSP00000251582	9606.ENSP00000460236	0	0	0	0	0.062	0	0.900	0.102	0.908
ADAMTS2	THBS2	9606.ENSP00000251582	9606.ENSP00000355751	0	0	0	0.541	0.174	0.074	0.900	0.288	0.926
ADAMTS2	COL11A1	9606.ENSP00000251582	9606.ENSP00000359114	0	0	0	0	0.169	0.153	0.900	0.324	0.946
ADAMTS2	COL3A1	9606.ENSP00000251582	9606.ENSP00000304408	0	0	0	0	0.309	0.153	0.900	0.505	0.967
ADAMTS2	COL5A1	9606.ENSP00000251582	9606.ENSP00000360882	0	0	0	0	0.293	0.153	0.900	0.588	0.972
ADAMTS2	COL1A2	9606.ENSP00000251582	9606.ENSP00000297268	0	0	0	0	0.300	0.321	0.900	0.579	0.977
ADCY5	CAP2	9606.ENSP00000419361	9606.ENSP00000229922	0	0	0	0	0.197	0.252	0	0.108	0.417
ADCY5	PPP1R1B	9606.ENSP00000419361	9606.ENSP00000254079	0	0	0	0	0.219	0	0	0.517	0.606
ADCY5	GNAO1	9606.ENSP00000419361	9606.ENSP00000262494	0	0	0	0	0.201	0.201	0.900	0.617	0.972
ADCY5	AKT3	9606.ENSP00000419361	9606.ENSP00000263826	0	0	0	0	0.062	0.058	0.600	0.126	0.649
ADCY5	CACNA1C	9606.ENSP00000419361	9606.ENSP00000266376	0	0	0	0	0.132	0	0	0.736	0.761
ADCY5	CAV1	9606.ENSP00000419361	9606.ENSP00000339191	0	0	0	0	0	0.298	0	0.593	0.702
ADCY5	PRKACB	9606.ENSP00000419361	9606.ENSP00000359719	0	0	0	0	0.134	0.139	0.650	0.281	0.787
ADCY5	PLCB4	9606.ENSP00000419361	9606.ENSP00000367762	0	0	0	0	0.069	0	0	0.402	0.419
ADCY5	GNG4	9606.ENSP00000419361	9606.ENSP00000375727	0	0	0	0	0.062	0	0.600	0.227	0.684
ADCY5	AKAP7	9606.ENSP00000419361	9606.ENSP00000405252	0	0	0	0	0	0	0	0.426	0.426
ADCY5	ENPP3	9606.ENSP00000419361	9606.ENSP00000406261	0	0	0	0	0.062	0	0.650	0.077	0.670
ADH1B	UGT2A3	9606.ENSP00000306606	9606.ENSP00000251566	0	0	0	0	0.064	0	0.650	0.189	0.711
ADH1B	ADH4	9606.ENSP00000306606	9606.ENSP00000265512	0	0	0.449	0.963	0.065	0	0.600	0.728	0.626
ADH1B	CMBL	9606.ENSP00000306606	9606.ENSP00000296658	0	0	0	0	0.084	0.345	0	0.106	0.416
ADH1B	GPD1	9606.ENSP00000306606	9606.ENSP00000301149	0	0	0	0	0.129	0	0	0.359	0.418
ADH1B	UGT2B7	9606.ENSP00000306606	9606.ENSP00000304811	0	0	0	0	0.064	0	0.650	0.149	0.696
ADH1B	SYNPO2	9606.ENSP00000306606	9606.ENSP00000306015	0	0	0	0	0.138	0	0	0.392	0.454
ADH1B	AHCYL2	9606.ENSP00000306606	9606.ENSP00000315931	0	0	0	0	0.064	0.346	0	0.105	0.404
ADH1B	CHRM2	9606.ENSP00000306606	9606.ENSP00000399745	0	0	0	0	0	0	0	0.412	0.412
ADH1B	ENO2	9606.ENSP00000306606	9606.ENSP00000437402	0	0	0	0	0.103	0.337	0	0.174	0.466
ADH1B	AKR1B10	9606.ENSP00000306606	9606.ENSP00000352584	0	0	0	0	0.063	0.160	0	0.414	0.498
ADH1B	CHRNA3	9606.ENSP00000306606	9606.ENSP00000315602	0	0	0	0	0.051	0	0	0.502	0.507
ADH1B	ADH6	9606.ENSP00000306606	9606.ENSP00000378359	0	0	0.449	0.967	0.062	0	0.600	0.771	0.623
ADH1B	MGST1	9606.ENSP00000306606	9606.ENSP00000379512	0	0	0	0	0.064	0	0.650	0	0.658
ADH1B	UGT1A10	9606.ENSP00000306606	9606.ENSP00000343838	0	0	0	0	0.063	0	0.650	0.143	0.694
ADH1B	UGT2B15	9606.ENSP00000306606	9606.ENSP00000341045	0	0	0	0	0.082	0	0.650	0.136	0.698
ADH1B	MAOB	9606.ENSP00000306606	9606.ENSP00000367309	0	0	0	0	0.104	0	0.650	0.203	0.728
ADH1B	GSTA1	9606.ENSP00000306606	9606.ENSP00000335620	0	0	0	0	0.063	0.166	0.650	0.248	0.767
ADH1B	UGT2B17	9606.ENSP00000306606	9606.ENSP00000320401	0	0	0	0	0.064	0	0.650	0.419	0.793
ADH1B	ADH1C	9606.ENSP00000306606	9606.ENSP00000426083	0	0	0.449	0.986	0.179	0.660	0.800	0.912	0.940
ADH1C	CYP4F2	9606.ENSP00000426083	9606.ENSP00000221700	0.044	0	0	0	0.098	0	0	0.363	0.403
ADH1C	UGT2A3	9606.ENSP00000426083	9606.ENSP00000251566	0	0	0	0	0.172	0	0.650	0.198	0.747
ADH1C	ADH4	9606.ENSP00000426083	9606.ENSP00000265512	0	0	0.449	0.961	0.065	0	0.600	0.878	0.629
ADH1C	FABP2	9606.ENSP00000426083	9606.ENSP00000274024	0	0	0	0	0.066	0	0	0.445	0.460
ADH1C	CYP2C18	9606.ENSP00000426083	9606.ENSP00000285979	0.044	0	0	0	0.214	0	0	0.288	0.418
ADH1C	UGT2B7	9606.ENSP00000426083	9606.ENSP00000304811	0	0	0	0	0.119	0	0.650	0.046	0.680
ADH1C	AHCYL2	9606.ENSP00000426083	9606.ENSP00000315931	0	0	0	0	0.064	0.346	0	0.105	0.404
ADH1C	UGT2B17	9606.ENSP00000426083	9606.ENSP00000320401	0	0	0	0	0.160	0	0.650	0.112	0.716
ADH1C	GSTA1	9606.ENSP00000426083	9606.ENSP00000335620	0	0	0	0	0.196	0.166	0.650	0.283	0.809
ADH1C	UGT2B15	9606.ENSP00000426083	9606.ENSP00000341045	0	0	0	0	0.115	0	0.650	0.216	0.736
ADH1C	UGT1A10	9606.ENSP00000426083	9606.ENSP00000343838	0	0	0	0	0.118	0	0.650	0.134	0.709
ADH1C	AKR1B10	9606.ENSP00000426083	9606.ENSP00000352584	0	0	0	0	0.116	0.160	0	0.411	0.525
ADH1C	ALDOB	9606.ENSP00000426083	9606.ENSP00000363988	0	0	0	0	0.235	0	0	0.340	0.474
ADH1C	MAOB	9606.ENSP00000426083	9606.ENSP00000367309	0	0	0	0	0.093	0	0.650	0.240	0.738
ADH1C	ADH6	9606.ENSP00000426083	9606.ENSP00000378359	0	0	0.449	0.966	0.105	0	0.600	0.766	0.641
ADH1C	MGST1	9606.ENSP00000426083	9606.ENSP00000379512	0	0	0	0	0.064	0	0.650	0.055	0.663
ADH1C	ENO2	9606.ENSP00000426083	9606.ENSP00000437402	0	0	0	0	0.103	0.337	0	0.134	0.440
ADH4	UGT2A3	9606.ENSP00000265512	9606.ENSP00000251566	0	0	0	0	0.143	0	0.650	0.239	0.752
ADH4	SLC38A4	9606.ENSP00000265512	9606.ENSP00000389843	0	0	0	0	0.062	0	0	0.388	0.401
ADH4	AHCYL2	9606.ENSP00000265512	9606.ENSP00000315931	0	0	0	0	0.064	0.346	0	0.105	0.404
ADH4	GPD1	9606.ENSP00000265512	9606.ENSP00000301149	0	0	0	0	0.062	0	0	0.421	0.433
ADH4	AKR1B10	9606.ENSP00000265512	9606.ENSP00000352584	0	0	0	0	0.063	0.160	0	0.378	0.468
ADH4	CHRM2	9606.ENSP00000265512	9606.ENSP00000399745	0	0	0	0	0	0	0	0.469	0.469
ADH4	ENO2	9606.ENSP00000265512	9606.ENSP00000437402	0	0	0	0	0.103	0.337	0	0.243	0.511
ADH4	SYNPO2	9606.ENSP00000265512	9606.ENSP00000306015	0	0	0	0	0	0	0	0.560	0.560
ADH4	RNF150	9606.ENSP00000265512	9606.ENSP00000425840	0	0	0	0	0.063	0	0	0.646	0.654
ADH4	MGST1	9606.ENSP00000265512	9606.ENSP00000379512	0	0	0	0	0.063	0	0.650	0.059	0.664
ADH4	ADH6	9606.ENSP00000265512	9606.ENSP00000378359	0	0	0.449	0.960	0.159	0	0.600	0.769	0.665
ADH4	UGT1A10	9606.ENSP00000265512	9606.ENSP00000343838	0	0	0	0	0.063	0	0.650	0.070	0.668
ADH4	MAOB	9606.ENSP00000265512	9606.ENSP00000367309	0	0	0	0	0.063	0	0.650	0.133	0.690
ADH4	UGT2B7	9606.ENSP00000265512	9606.ENSP00000304811	0	0	0	0	0.186	0	0.650	0.096	0.720
ADH4	UGT2B17	9606.ENSP00000265512	9606.ENSP00000320401	0	0	0	0	0.112	0	0.650	0.174	0.721
ADH4	UGT2B15	9606.ENSP00000265512	9606.ENSP00000341045	0	0	0	0	0.138	0	0.650	0.155	0.723
ADH4	GSTA1	9606.ENSP00000265512	9606.ENSP00000335620	0	0	0	0	0.062	0.166	0.650	0.236	0.763
ADH6	UGT2A3	9606.ENSP00000378359	9606.ENSP00000251566	0	0	0	0	0.160	0	0.650	0.234	0.755
ADH6	UGT2B7	9606.ENSP00000378359	9606.ENSP00000304811	0	0	0	0	0.123	0	0.650	0.088	0.696
ADH6	AHCYL2	9606.ENSP00000378359	9606.ENSP00000315931	0	0	0	0	0.064	0.346	0	0.105	0.404
ADH6	UGT2B17	9606.ENSP00000378359	9606.ENSP00000320401	0	0	0	0	0.084	0	0.650	0.156	0.706
ADH6	GSTA1	9606.ENSP00000378359	9606.ENSP00000335620	0	0	0	0	0.117	0.166	0.650	0.203	0.767
ADH6	UGT2B15	9606.ENSP00000378359	9606.ENSP00000341045	0	0	0	0	0.090	0	0.650	0.133	0.699
ADH6	UGT1A10	9606.ENSP00000378359	9606.ENSP00000343838	0	0	0	0	0.063	0	0.650	0.097	0.678
ADH6	MAOB	9606.ENSP00000378359	9606.ENSP00000367309	0	0	0	0	0	0	0.650	0.171	0.697
ADH6	ENO2	9606.ENSP00000378359	9606.ENSP00000437402	0	0	0	0	0.103	0.337	0	0.184	0.472
ADH6	CHRM2	9606.ENSP00000378359	9606.ENSP00000399745	0	0	0	0	0	0	0	0.486	0.485
ADH6	MGST1	9606.ENSP00000378359	9606.ENSP00000379512	0	0	0	0	0.064	0	0.650	0.107	0.681
ADTRP	F13A1	9606.ENSP00000229583	9606.ENSP00000264870	0	0	0	0	0	0	0	0.433	0.433
ADTRP	MAFB	9606.ENSP00000229583	9606.ENSP00000362410	0	0	0	0	0	0	0	0.437	0.437
ADTRP	SATB2	9606.ENSP00000229583	9606.ENSP00000401112	0	0	0	0	0	0	0	0.443	0.443
ADTRP	AXIN2	9606.ENSP00000229583	9606.ENSP00000302625	0	0	0	0	0	0	0	0.447	0.447
ADTRP	TBX10	9606.ENSP00000229583	9606.ENSP00000335191	0	0	0	0	0	0	0	0.489	0.489
AEBP1	PRRX1	9606.ENSP00000223357	9606.ENSP00000239461	0	0	0	0	0.224	0	0	0.264	0.404
AEBP1	ASPN	9606.ENSP00000223357	9606.ENSP00000364694	0	0	0	0	0.150	0.056	0	0.323	0.409
AEBP1	ISLR	9606.ENSP00000223357	9606.ENSP00000249842	0	0	0	0	0.230	0.056	0	0.271	0.424
AEBP1	COL6A1	9606.ENSP00000223357	9606.ENSP00000355180	0	0	0	0	0.270	0	0	0.259	0.436
AEBP1	COL3A1	9606.ENSP00000223357	9606.ENSP00000304408	0	0	0	0	0.267	0	0	0.286	0.454
AEBP1	TAGLN	9606.ENSP00000223357	9606.ENSP00000432282	0	0	0	0	0.195	0	0	0.366	0.469
AEBP1	COL1A1	9606.ENSP00000223357	9606.ENSP00000225964	0	0	0	0	0.258	0	0	0.324	0.477
AEBP1	COL5A1	9606.ENSP00000223357	9606.ENSP00000360882	0	0	0	0	0.242	0	0	0.368	0.500
AEBP1	BGN	9606.ENSP00000223357	9606.ENSP00000327336	0	0	0	0	0.381	0.056	0	0.217	0.503
AEBP1	COL6A2	9606.ENSP00000223357	9606.ENSP00000300527	0	0	0	0	0.336	0	0	0.363	0.559
AEBP1	COL1A2	9606.ENSP00000223357	9606.ENSP00000297268	0	0	0	0	0.428	0	0	0.289	0.576
AEBP1	THBS2	9606.ENSP00000223357	9606.ENSP00000355751	0	0	0	0	0.321	0	0	0.402	0.577
AEBP1	CPA6	9606.ENSP00000223357	9606.ENSP00000297770	0	0	0	0	0	0	0	0.703	0.703
AGR2	KRT20	9606.ENSP00000391490	9606.ENSP00000167588	0	0	0	0	0.273	0	0	0.394	0.540
AGR2	CEACAM6	9606.ENSP00000391490	9606.ENSP00000199764	0	0	0	0	0.332	0	0	0.204	0.445
AGR2	SLC44A4	9606.ENSP00000391490	9606.ENSP00000229729	0	0	0	0	0.214	0	0	0.327	0.448
AGR2	CLCA1	9606.ENSP00000391490	9606.ENSP00000234701	0	0	0	0	0.120	0	0	0.501	0.542
AGR2	ERP27	9606.ENSP00000391490	9606.ENSP00000266397	0	0	0	0	0	0	0	0.416	0.416
AGR2	FABP2	9606.ENSP00000391490	9606.ENSP00000274024	0	0	0	0	0.062	0.479	0	0.102	0.523
AGR2	TFF1	9606.ENSP00000391490	9606.ENSP00000291527	0	0	0	0	0.547	0	0	0.512	0.769
AGR2	AGR3	9606.ENSP00000391490	9606.ENSP00000308606	0	0	0	0.962	0.758	0	0	0.823	0.766
AGR2	REG4	9606.ENSP00000391490	9606.ENSP00000346158	0	0	0	0	0.142	0	0	0.373	0.439
AGR2	EPS8L3	9606.ENSP00000391490	9606.ENSP00000358820	0	0	0	0	0.340	0	0	0.449	0.621
AGR2	TSPAN1	9606.ENSP00000391490	9606.ENSP00000361072	0	0	0	0	0.379	0	0	0.286	0.538
AGR2	SPINK4	9606.ENSP00000391490	9606.ENSP00000369045	0	0	0	0	0.137	0	0	0.504	0.554
AGR2	AREG	9606.ENSP00000391490	9606.ENSP00000379097	0	0	0	0	0.118	0	0	0.394	0.443
AGR2	ZG16	9606.ENSP00000391490	9606.ENSP00000383563	0	0	0	0	0.062	0	0	0.467	0.479
AGR2	VIM	9606.ENSP00000391490	9606.ENSP00000446007	0	0	0	0	0	0.270	0	0.228	0.412
AGR2	FCGBP	9606.ENSP00000391490	9606.ENSP00000481056	0	0	0	0	0.085	0	0	0.530	0.552
AGR2	MUC5AC	9606.ENSP00000391490	9606.ENSP00000485659	0	0	0	0	0.219	0	0	0.567	0.648
AGR2	TFF3	9606.ENSP00000391490	9606.ENSP00000430690	0	0	0	0	0.532	0	0	0.516	0.764
AGR3	ERP27	9606.ENSP00000308606	9606.ENSP00000266397	0	0	0	0	0	0	0	0.663	0.663
AGR3	TFF1	9606.ENSP00000308606	9606.ENSP00000291527	0	0	0	0	0.353	0	0	0.261	0.502
AGR3	REG4	9606.ENSP00000308606	9606.ENSP00000346158	0	0	0	0	0.182	0	0	0.350	0.445
AGR3	GKN1	9606.ENSP00000308606	9606.ENSP00000367172	0	0	0	0	0	0	0	0.473	0.473
AGR3	PHGR1	9606.ENSP00000308606	9606.ENSP00000410024	0	0	0	0	0.292	0	0	0.292	0.477
AGR3	TFF3	9606.ENSP00000308606	9606.ENSP00000430690	0	0	0	0	0.504	0	0	0.292	0.634
AHCYL2	ENO2	9606.ENSP00000315931	9606.ENSP00000437402	0.053	0	0	0	0.167	0.278	0	0.114	0.427
AHCYL2	ALDOB	9606.ENSP00000315931	9606.ENSP00000363988	0	0	0	0	0.066	0.349	0	0.139	0.430
AHCYL2	SELENBP1	9606.ENSP00000315931	9606.ENSP00000397261	0	0	0	0	0.062	0	0.800	0.101	0.816
AHCYL2	SLC4A4	9606.ENSP00000315931	9606.ENSP00000393557	0	0	0	0	0.069	0.941	0	0.464	0.967
AHNAK2	CAV1	9606.ENSP00000353114	9606.ENSP00000339191	0	0	0	0	0.213	0	0	0.432	0.533
AHNAK2	FER1L6	9606.ENSP00000353114	9606.ENSP00000428280	0	0	0	0	0	0	0	0.528	0.528
AIFM3	SCARF2	9606.ENSP00000382120	9606.ENSP00000477564	0	0	0	0	0	0	0	0.564	0.564
AKAP12	HPGD	9606.ENSP00000384537	9606.ENSP00000296522	0	0	0	0	0	0	0	0.482	0.482
AKAP12	MAP1B	9606.ENSP00000384537	9606.ENSP00000296755	0	0	0	0	0.294	0	0	0.190	0.404
AKAP12	PTRF	9606.ENSP00000384537	9606.ENSP00000349541	0	0	0	0	0.855	0	0	0.047	0.855
AKAP12	MYLK	9606.ENSP00000384537	9606.ENSP00000353452	0	0	0	0	0.067	0	0	0.383	0.400
AKAP12	PARM1	9606.ENSP00000384537	9606.ENSP00000370224	0	0	0	0	0	0	0	0.446	0.446
AKAP12	PALLD	9606.ENSP00000384537	9606.ENSP00000425556	0	0	0	0	0.320	0	0	0.444	0.605
AKAP12	AKAP7	9606.ENSP00000384537	9606.ENSP00000405252	0	0	0	0	0	0	0	0.648	0.648
AKAP12	NNMT	9606.ENSP00000384537	9606.ENSP00000441434	0	0	0	0	0.742	0	0	0.119	0.763
AKAP7	CACNA1C	9606.ENSP00000405252	9606.ENSP00000266376	0	0	0	0	0.062	0	0	0.900	0.902
AKAP7	SYNM	9606.ENSP00000405252	9606.ENSP00000336775	0	0	0	0	0	0	0	0.485	0.485
AKAP7	PRKACB	9606.ENSP00000405252	9606.ENSP00000359719	0	0	0	0	0	0.487	0	0.208	0.576
AKAP7	HSPB6	9606.ENSP00000405252	9606.ENSP00000468057	0	0	0	0	0	0	0	0.420	0.420
AKAP7	LIX1L	9606.ENSP00000405252	9606.ENSP00000474487	0	0	0	0	0	0	0	0.446	0.446
AKR1B10	RBP2	9606.ENSP00000352584	9606.ENSP00000232217	0	0	0	0	0.068	0.056	0.900	0.086	0.908
AKR1B10	SDR16C5	9606.ENSP00000352584	9606.ENSP00000307607	0.041	0	0	0	0.062	0.104	0	0.413	0.464
AKR1B10	FGFR3	9606.ENSP00000352584	9606.ENSP00000339824	0	0	0	0	0	0	0	0.459	0.459
AKR1B10	HKDC1	9606.ENSP00000352584	9606.ENSP00000346643	0	0.004	0	0	0.120	0.056	0.800	0.221	0.853
AKR1B10	PGM5	9606.ENSP00000352584	9606.ENSP00000379678	0	0	0	0	0.232	0.148	0	0.189	0.422
AKR1B10	DHRS9	9606.ENSP00000352584	9606.ENSP00000389241	0	0	0	0	0	0	0	0.431	0.431
AKR1B10	GPX2	9606.ENSP00000352584	9606.ENSP00000374265	0	0	0	0	0.207	0.056	0	0.426	0.533
AKR1B10	AKR1C3	9606.ENSP00000352584	9606.ENSP00000369927	0	0	0.449	0.933	0.102	0	0.900	0.683	0.913
AKR1C3	CYP3A5	9606.ENSP00000369927	9606.ENSP00000222982	0	0	0	0	0.062	0	0.900	0.277	0.926
AKR1C3	SULT1E1	9606.ENSP00000369927	9606.ENSP00000226444	0	0	0	0	0.062	0	0.900	0.467	0.945
AKR1C3	RBP2	9606.ENSP00000369927	9606.ENSP00000232217	0	0	0	0	0.049	0.056	0.900	0.059	0.904
AKR1C3	PTGIS	9606.ENSP00000369927	9606.ENSP00000244043	0	0	0	0	0.062	0	0	0.625	0.634
AKR1C3	UGT2A3	9606.ENSP00000369927	9606.ENSP00000251566	0	0	0	0	0.145	0	0.650	0.047	0.690
AKR1C3	PPARG	9606.ENSP00000369927	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.400	0.410
AKR1C3	HPGD	9606.ENSP00000369927	9606.ENSP00000296522	0.041	0	0	0	0.089	0.104	0	0.433	0.497
AKR1C3	UGT2B7	9606.ENSP00000369927	9606.ENSP00000304811	0	0	0	0	0.107	0	0.650	0.289	0.758
AKR1C3	UGT2B17	9606.ENSP00000369927	9606.ENSP00000320401	0	0	0	0	0.083	0	0.650	0.432	0.801
AKR1C3	UGT2B15	9606.ENSP00000369927	9606.ENSP00000341045	0	0	0	0	0.083	0	0.650	0.549	0.842
AKR1C3	UGT1A10	9606.ENSP00000369927	9606.ENSP00000343838	0	0	0	0	0.065	0	0.650	0.041	0.658
AKR1C3	PTGDS	9606.ENSP00000369927	9606.ENSP00000360687	0	0	0	0	0	0	0.900	0.457	0.943
AKR1C3	GPX2	9606.ENSP00000369927	9606.ENSP00000374265	0	0	0	0	0.128	0.056	0	0.338	0.407
AKR1C3	DHRS9	9606.ENSP00000369927	9606.ENSP00000389241	0	0	0	0	0.060	0	0	0.820	0.823
AKR1C3	CYP1B1	9606.ENSP00000369927	9606.ENSP00000478561	0	0	0	0	0.062	0	0.900	0.380	0.936
AKT3	TNS1	9606.ENSP00000263826	9606.ENSP00000171887	0	0	0	0	0.049	0.213	0	0.450	0.552
AKT3	PDGFRB	9606.ENSP00000263826	9606.ENSP00000261799	0	0	0	0	0.065	0.122	0	0.333	0.405
AKT3	MGST1	9606.ENSP00000263826	9606.ENSP00000379512	0	0	0	0	0	0	0	0.454	0.454
AKT3	GNG4	9606.ENSP00000263826	9606.ENSP00000375727	0	0	0	0	0.062	0.056	0.650	0.142	0.698
ALDOB	OTC	9606.ENSP00000363988	9606.ENSP00000039007	0	0	0	0	0.387	0	0	0.305	0.556
ALDOB	RBP2	9606.ENSP00000363988	9606.ENSP00000232217	0	0	0	0	0.212	0.191	0	0.153	0.413
ALDOB	FABP4	9606.ENSP00000363988	9606.ENSP00000256104	0	0	0	0	0.062	0.331	0	0.135	0.410
ALDOB	TMOD1	9606.ENSP00000363988	9606.ENSP00000259365	0	0	0	0	0	0	0	0.819	0.819
ALDOB	HGD	9606.ENSP00000363988	9606.ENSP00000283871	0	0	0	0	0.293	0.212	0	0.048	0.423
ALDOB	CYP2C18	9606.ENSP00000363988	9606.ENSP00000285979	0	0	0	0	0.377	0	0	0.085	0.406
ALDOB	FABP1	9606.ENSP00000363988	9606.ENSP00000295834	0	0	0	0	0.374	0.191	0	0.335	0.634
ALDOB	GPD1	9606.ENSP00000363988	9606.ENSP00000301149	0	0	0	0	0.187	0.056	0	0.462	0.551
ALDOB	SULT1C2	9606.ENSP00000363988	9606.ENSP00000319622	0	0	0	0	0.519	0	0	0.124	0.560
ALDOB	GSTA1	9606.ENSP00000363988	9606.ENSP00000335620	0	0	0	0	0.290	0.243	0	0.069	0.456
ALDOB	HKDC1	9606.ENSP00000363988	9606.ENSP00000346643	0	0	0	0	0.117	0	0.600	0.561	0.831
ALDOB	LMOD1	9606.ENSP00000363988	9606.ENSP00000356257	0	0	0	0	0	0	0	0.411	0.410
ALDOB	HMGCS2	9606.ENSP00000363988	9606.ENSP00000358414	0	0	0	0	0.192	0	0	0.346	0.449
ALDOB	SELENBP1	9606.ENSP00000363988	9606.ENSP00000397261	0	0	0	0	0.063	0.382	0	0.085	0.423
ALDOB	GPX3	9606.ENSP00000363988	9606.ENSP00000373477	0	0	0	0	0.062	0	0	0.471	0.482
ALDOB	ENO2	9606.ENSP00000363988	9606.ENSP00000437402	0	0	0	0	0.221	0.212	0.600	0.448	0.846
AMACR	KRT20	9606.ENSP00000371517	9606.ENSP00000167588	0	0	0	0	0	0	0	0.469	0.469
AMACR	CHGA	9606.ENSP00000371517	9606.ENSP00000216492	0	0	0	0	0	0	0	0.460	0.459
AMACR	SLC27A2	9606.ENSP00000371517	9606.ENSP00000267842	0	0	0	0	0.064	0	0.900	0.297	0.928
AMACR	SPINK1	9606.ENSP00000371517	9606.ENSP00000296695	0	0	0	0	0.063	0	0	0.427	0.440
AMACR	CDX2	9606.ENSP00000371517	9606.ENSP00000370408	0	0	0	0	0.049	0	0	0.507	0.511
AMACR	MSMB	9606.ENSP00000371517	9606.ENSP00000463092	0	0	0	0	0	0	0	0.459	0.459
AMOTL1	CTGF	9606.ENSP00000387739	9606.ENSP00000356954	0	0	0	0	0.114	0	0	0.406	0.451
AMOTL1	WWTR1	9606.ENSP00000387739	9606.ENSP00000419465	0	0	0	0	0.100	0.684	0.600	0.512	0.937
ANGPTL1	MEP1A	9606.ENSP00000234816	9606.ENSP00000230588	0	0	0	0	0	0	0	0.499	0.499
ANGPTL1	PDZRN3	9606.ENSP00000234816	9606.ENSP00000263666	0	0	0	0	0.074	0	0	0.401	0.421
ANGPTL2	PDGFRB	9606.ENSP00000362524	9606.ENSP00000261799	0	0	0	0	0.352	0.135	0	0.141	0.477
ANGPTL2	ITGA5	9606.ENSP00000362524	9606.ENSP00000293379	0	0	0	0	0.080	0.056	0	0.498	0.526
ANGPTL2	COL1A2	9606.ENSP00000362524	9606.ENSP00000297268	0	0	0	0	0.349	0	0	0.140	0.416
ANGPTL2	COL3A1	9606.ENSP00000362524	9606.ENSP00000304408	0	0	0	0	0.285	0	0	0.264	0.452
ANGPTL2	BGN	9606.ENSP00000362524	9606.ENSP00000327336	0	0	0	0	0.351	0.056	0	0.110	0.407
ANGPTL2	FN1	9606.ENSP00000362524	9606.ENSP00000346839	0	0	0	0	0.189	0.121	0	0.233	0.405
ANGPTL2	THBS2	9606.ENSP00000362524	9606.ENSP00000355751	0	0	0	0	0.308	0.082	0	0.204	0.450
ANO1	CFTR	9606.ENSP00000347454	9606.ENSP00000003084	0	0	0	0	0.062	0.270	0.540	0.759	0.914
ANO1	CLCA1	9606.ENSP00000347454	9606.ENSP00000234701	0	0	0	0	0	0	0	0.715	0.716
ANO1	TRPA1	9606.ENSP00000347454	9606.ENSP00000262209	0	0	0	0	0	0	0	0.415	0.415
ANO1	KCNMA1	9606.ENSP00000347454	9606.ENSP00000286628	0	0	0	0	0.049	0	0	0.504	0.508
ANO1	MUC5AC	9606.ENSP00000347454	9606.ENSP00000485659	0	0	0	0	0	0	0	0.431	0.431
ANO1	CLCA4	9606.ENSP00000347454	9606.ENSP00000359594	0	0	0	0	0	0	0	0.432	0.432
ANO1	GABRP	9606.ENSP00000347454	9606.ENSP00000430100	0	0	0	0	0.063	0	0.540	0.065	0.561
ANO1	CALD1	9606.ENSP00000347454	9606.ENSP00000354826	0	0	0	0	0.076	0	0	0.681	0.692
ANTXR1	VWF	9606.ENSP00000301945	9606.ENSP00000261405	0	0	0	0	0	0	0	0.490	0.489
ANTXR1	GPR124	9606.ENSP00000301945	9606.ENSP00000406367	0	0	0	0	0.062	0	0	0.391	0.404
ANTXR1	EFEMP1	9606.ENSP00000301945	9606.ENSP00000378058	0	0	0	0	0.302	0	0	0.187	0.409
ANTXR1	FN1	9606.ENSP00000301945	9606.ENSP00000346839	0	0	0	0	0.268	0	0	0.236	0.416
ANTXR1	CHRNA3	9606.ENSP00000301945	9606.ENSP00000315602	0	0	0	0	0	0	0	0.429	0.429
